SampleID	Sample_ID	short_name	sample_names	sample_names	order_treatment	orvion_sample_names	primerpairname	filtration_volume_ml	elution_volume_ul	DNA_concentration	sample_nr	wetland_sample	CW_number	CW_section	MF_number	linked_redox_sensor	CW_number_CW_section	CW_number_MF_number	sampling_date	date	season_meterological	sample_depth_information	timepoint	timepoint_MF_number	timepoint_sample_depth_information	time_continuous	obs_well	Nanobubbles_On	chloride_mg_l	cyanide_total	phosphorus_total	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	naphthalene_PAH_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_ug_l	acenaphthylene_mmol_e_l	acenaphthene_ug_l	acenaphthene_mmol_e_l	fluorene_ug_l	fluorene_mmol_e_l	phenanthrene_ug_l	phenanthrene_mmol_e_l	anthracene_ug_l	anthracene_mmol_e_l	fluoranthene_ug_l	fluoranthene_mmol_e_l	pyrene_ug_l	pyrene_mmol_e_l	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	fraction_C10-C12	fraction_C12-C22	fraction_C30-C40	total_C10-C40	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	manganese2_mg_l	manganese2__measured_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	sulfate_mg_l	sulfate_measured_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_relative_to_influent_mmols_e_l_no_negatives	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_Influent_NO_NEGATIVES	iron2_TOTAL_mg_l_Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_l__Sulfate_relative_To_Influent	iron2_TOTAL_mmoles_e_l__Sulfate_relative_To_Influent	iron2_PRECIPITATED_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_flow	iron2_PRECIPITATED_due_to_sulfate_mg_l_Sulfate_relative_To_1D_flow_NO_NEGATIVES	iron2_TOTAL_mg_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_l_sulfate_relative_to_1D_flow	iron2_TOTAL_mmoles_e_l__sulfate_relative_to_1D_flow	Soluble_electron_acceptor_capacity_present_mmol_e_l	combined_TOTAL_reduced_metals_mg_l_1D_flow	combined_total_reduced_metals_mmol_e_l_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_influent_contribution_sulfate	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_manganese2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_iron2	electron_acceptor_capacity_mmol_e_consumed_rel_to_1D_flow_contribution_sulfate	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_acceptors_consumed_relative_to_1D_flow	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_influent	electron_donor_acceptor_balance_BTEXN_PAH_acceptors_consumed_relative_to_1D_flow	electron_capacity_balance_influent	electron_balance_1D_flow	dominant_electron_acceptor_species_influent	dominant_electron_acceptor_species_1D_flow
CW_158	CW_158	CW3MF02_6	CW3MF02_6_August_2025	CW3MF02_6_August_2025	158	S9287	515F806R	150	65	6,1	14350115-007	Wetland	CW_3	Section_1	MF02	CW3S1-3-4	CW_3_Section_1	CW_3_MF02	2025-08-13	14/08/2025	Summer	0.60-0.80	T6	T6_MF02	T6_0.60-0.80	6	CW3_MF02	no	66	26	0,8	0,77	22,4	-245	7,44	988	0,2	0,01	9,6	10	130	0,049929586	4,9	0,001914478	170	0,067250636	36	0,014241311	16	0,006329472	52		356,90	0,12	340	0,127330889	120	0,044940314	5,5	0,002023786	160	0,06017768	30	0,011189989	18	0,006665545	4	0,001481232	1,4	0,000512237	1,4	0,000512237	340,3	220,3	0,12750302	0,082562706	850	1200	2.5	2100	0,4	0,007162041	0,007162041	1,1	0,020025487	0,040050974	110	1,145117635	9,160941078	30	21,42857143	2,498438476	2,498438476	30	21,42857143	2,498438476	2,498438476	17,43910056	17,43910056	17,83910056	0,319410932	0,319410932	17,43910056	17,43910056	17,83910056	0,319410932	0,319410932	9,160941078	18,93910056	0,359461906	2,857900382	0,014014125	0,111764194	0,874221681	2,857900382	0,014014125	0,111764194	0,874221681	-2,61	-2,61	-2,53	-2,53	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_159	CW_159	CW3MF05_6	CW3MF05_6_August_2025	CW3MF05_6_August_2025	159	S9288	515F806R	150	65	21,8	14373702-001	Wetland	CW_3	Section_2	MF05	CW3S2-1	CW_3_Section_2	CW_3_MF05	2025-08-13	14/08/2025	Summer	0.15-0.30	T6	T6_MF05	T6_0.15-0.30	6	CW3MF05	no	79	34	0,41	4,61	12,2	-4,9	6,91	688	0,1	0,01	6,3	7,1	300	0,115222123	2,9	0,001133058	57	0,022548743	17	0,006725064	5,6	0,002215315	22,6		382,50	0,14	57	0,021346649	7,6	0,00284622	0,01	3,67961E-06	19	0,007146099	4,9	0,001827698	2,6	0,000962801	2,2	0,000814678	1,1	0,000402472	0,97	0,000354907	38,38	30,78	0,014358555	0,011512335	180	340	2.5	520	1,6	0,028648165	0,028648165	1,5	0,027307482	0,054614965	66	0,687070581	5,496564647	74	52,85714286	6,162814907	6,162814907	-65,5	-13100	-5,454924006	0	43,01644805	43,01644805	44,61644805	0,798862096	0,798862096	-38,07536956	0	1,6	0,028648165	0,028648165	5,496564647	3,1	0,083263129	7,016291968	0,007784021	0,11385816	0,878357819	0,083263129	0,655932164	0,344067836	0	-6,86	0,08	-6,84	0,09	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_160	CW_160	CW3MF06_6	CW3MF06_6_August_2025	CW3MF06_6_August_2025	160	S9289	515F806R	150	65	6,7	14350115-008	Wetland	CW_3	Section_2	MF06	CW3S2-3-4	CW_3_Section_2	CW_3_MF06	2025-08-13	14/08/2025	Summer	0.60-0.80	T6	T6_MF06	T6_0.60-0.80	6	CW3_MF06	no	76	0,2	0,015	3,89	22,8	-144	7,08	1088	0,2	0,01	0,8	1,1	4,6	0,001766739	0,02	7,8142E-06	3,8	0,00150325	1,5	0,000593388	0,8	0,000316474	2,3		10,84	0,00	11	0,004119529	2,9	0,001086058	0,01	3,67961E-06	0,11	4,13722E-05	0,005	1,865E-06	0,001	3,70308E-07	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	3,03	0,13	0,001134813	4,8755E-05	2,5	2,5	2.5	5	3,8	0,068039391	0,068039391	5,9	0,10740943	0,21481886	46	0,478867375	3,830938996	94	67,14285714	7,828440558	7,828440558	64	58,18181818	5,330002082	5,330002082	54,64251509	54,64251509	58,44251509	1,04641925	1,04641925	37,20341453	37,20341453	41,00341453	0,734170359	0,734170359	3,830938996	46,90341453	0,948989219	9,089678668	0,023633273	0,115121699	0,861245028	6,278991301	0,03421232	0,116924889	0,848862791	-9,08	-6,27	-9,08	-6,27	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_161	CW_161	CW3MF09_6	CW3MF09_6_August_2025	CW3MF09_6_August_2025	161	S9290	515F806R	150	65	5,5	14350727-004	Wetland	CW_3	Section_3	MF09	CW3S3-1	CW_3_Section_3	CW_3_MF09	2025-08-13	15/08/2025	Summer	0.15-0.30	T6	T6_MF09	T6_0.15-0.30	6	CW3_MF09	no	68	24	0,81	1,89	22,7	-114	7,22	1614	0,2	0,01	9,2	9,7	130	0,049929586	3,7	0,001445626	180	0,071206556	22	0,008703023	2,5	0,00098898	24,5		338,20	0,12	170	0,063665444	210	0,078645549	1,9	0,000699126	360	0,13539978	74	0,027601973	52	0,019256018	3,4	0,001259047	0,56	0,000204895	0,41	0,000150012	702,27	492,27	0,2632164	0,184570851	500	960	2.5	1500	0,3	0,005371531	0,005371531	1,1	0,020025487	0,040050974	110	1,145117635	9,160941078	30	21,42857143	2,498438476	2,498438476	-44	-66,66666667	-3,664376431	0	17,43910056	17,43910056	17,73910056	0,317620422	0,317620422	-25,57734749	0	0,3	0,005371531	0,005371531	9,160941078	1,4	0,045422505	2,856109872	0,014022911	0,111207354	0,874769735	0,045422505	0,881742962	0,118257038	0	-2,67	0,14	-2,49	0,33	Sufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Iron Dominant electron acceptor
CW_162	CW_162	CW3MF10_6	CW3MF10_6_August_2025	CW3MF10_6_August_2025	162	S9291	515F806R	150	65	20,5	14350727-005	Wetland	CW_3	Section_3	MF10	CW3S3-3-4	CW_3_Section_3	CW_3_MF10	2025-08-13	15/08/2025	Summer	0.60-0.80	T6	T6_MF10	T6_0.60-0.80	6	CW3_MF10	no	81	46	1,2	1,89	22,8	-189	7,33	965	0,2	0,01	30	29	240	0,092177698	3,1	0,0012112	43	0,017010455	37	0,014636903	17	0,006725064	54		340,10	0,11	47	0,017601623	75	0,028087696	0,01	3,67961E-06	0,01	3,7611E-06	0,005	1,865E-06	0,001	3,70308E-07	0,001	3,70308E-07	0,001	3,65884E-07	0,002	7,31768E-07	75,03	0,03	0,02809884	1,1144E-05	65	2,5	2.5	75	30	0,537153089	0,537153089	7,9	0,143819407	0,287638813	0,5	0,00520508	0,041640641	139,5	99,64285714	11,61773891	11,61773891	45,5	98,91304348	3,789298355	3,789298355	81,09181761	81,09181761	111,0918176	1,989110432	1,989110432	26,44930252	26,44930252	56,44930252	1,010730573	1,010730573	0,041640641	64,34930252	1,298369386	13,89448816	0,020701649	0,143158237	0,836140114	5,087667742	0,056536478	0,19866285	0,744800672	-13,77	-4,96	-13,77	-4,96	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_163	CW_163	CWinf_7	CWinf_7_October_2025	CWinf_7_October_2025	163	S9456	515F806R	150	65	9,85	14392159-001	INF	CW_0	Section_0	INF	NA	CW_0_Section_0	CW_0_INF	2025-10-27	27/10/2025	Autumn	INF	T7	T7_INF	T7_INF	7	INFLOW	no	76	NA	0,9	NA	NA	NA	NA	NA	NA	0,1	12	14	520	0,199718346	81	0,031647493	660	0,261090704	260	0,102853914	440	0,174060469	700		1961,00	0,49	3700	1,385659671	8200	3,070921432	68	0,025021355	400	0,150444199	120	0,044759957	120	0,044436963	21	0,007776469	13	0,004756489	14	0,005122373	8956	756	3,353239238	0,282317806	8200	2500	2.5	11000	0,02	0,000358102	0,000358102	0,05	0,000910249	0,001820499	25	0,260254008	2,082032063	0	0	0	0	0	0	0	0	0	0	0,02	0,000358102	0,000358102	0	0	0,02	0,000358102	0,000358102	2,082032063	0,07	0,002178601	0,002178601	0,835627506	0,164372494	0	0,002178601	0,835627506	0,164372494	0	1,88	1,88	2,16	2,16	Insufficient Capacity	Insufficient Capacity	Iron Dominant electron acceptor	Iron Dominant electron acceptor
CW_164	CW_164	CW1eff_7	CW1eff_7_October_2025	CW1eff_7_October_2025	164	S9457	515F806R	150	65	12,25	14393656-001	EFF	CW_1	Section_5	EFF	NA	CW_1_Section_5	CW_1_EFF	2025-10-27	29/10/2025	Autumn	EFF	T7	T7_EFF	T7_EFF	7	CW1_OUT	no	58	NA	0,23	4,28	11	-123	7,3	487	0,2	0,01	9,1	9,4	26	0,009985917	0,4	0,000156284	6,3	0,002492229	1,6	0,000632947	0,31	0,000122634	1,91		34,61	0,01	6,5	0,002434267	0,02	7,49005E-06	0,17	6,25534E-05	6,5	0,002444718	1,4	0,000522199	0,42	0,000155529	0,06	2,22185E-05	0,001	3,65884E-07	0,002	7,31768E-07	8,573	8,553	0,003215807	0,003208317	2,5	2,5	2.5	5	4,8	0,085944494	0,085944494	1,5	0,027307482	0,054614965	0,5	0,00520508	0,041640641	24,5	98	2,040391422	2,040391422	57,5	99,13793103	4,788673746	4,788673746	14,24193213	14,24193213	19,04193213	0,340947755	0,340947755	33,42494274	33,42494274	38,22494274	0,684421535	0,684421535	0,041640641	39,72494274	0,7390365	2,435954142	0,022420358	0,139964768	0,837614874	5,527710245	0,009880215	0,123816464	0,866303321	-2,42	-5,51	-2,42	-5,51	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_165	CW_165	CW2eff_7	CW2eff_7_October_2025	CW2eff_7_October_2025	165	S9458	515F806R	150	65	16,4	14393656-002	EFF	CW_2	Section_5	EFF	NA	CW_2_Section_5	CW_2_EFF	2025-10-27	29/10/2025	Autumn	EFF	T7	T7_EFF	T7_EFF	7	CW2_OUT	yes	59	NA	0,54	6,22	12	-85	7	832	0,2	0,01	9,7	10	36	0,013826655	7,2	0,00281311	43	0,017010455	12	0,004747104	6,9	0,002729585	18,9		105,10	0,03	370	0,138565967	460	0,172271202	2,7	0,000993495	65	0,024447182	14	0,005221995	7,4	0,002740279	1,2	0,00044437	0,12	4,39061E-05	0,08	2,92707E-05	550,5	90,5	0,2061917	0,033920498	2,5	2,5	2.5	5	6,5	0,116383169	0,116383169	2,9	0,052794466	0,105588931	0,5	0,00520508	0,041640641	24,5	98	2,040391422	2,040391422	5,9	92,1875	0,491359567	0,491359567	14,24193213	14,24193213	20,74193213	0,37138643	0,37138643	3,429689777	3,429689777	9,929689777	0,177792118	0,177792118	0,041640641	12,82968978	0,283381049	2,517366784	0,041944198	0,147529725	0,810526076	0,774740616	0,136289397	0,229485991	0,634224612	-2,35	-0,60	-2,31	-0,57	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_166	CW_166	CW3eff_7	CW3eff_7_October_2025	CW3eff_7_October_2025	166	S9459	515F806R	150	65	11,9	14393656-005	EFF	CW_3	Section_5	EFF	NA	CW_3_Section_5	CW_3_EFF	2025-10-27	29/10/2025	Autumn	EFF	T7	T7_EFF	T7_EFF	7	CW3_OUT	no	49	NA	0,26	0,48	11	-121	7,2	472	0,2	0,01	7,2	8,2	54	0,020739982	5,8	0,002266117	36	0,014241311	14	0,005538288	17	0,006725064	31		126,80	0,04	52	0,019474136	33	0,012358586	0,35	0,000128786	14	0,005265547	3,5	0,001305499	2,7	0,000999832	0,5	0,000185154	0,06	2,1953E-05	0,04	1,46354E-05	54,15	21,15	0,020279992	0,007921406	95	75	2.5	170	1	0,017905103	0,017905103	1,1	0,020025487	0,040050974	12	0,124921924	0,99937539	13	52	1,082656673	1,082656673	44	78,57142857	3,664376431	3,664376431	7,556943577	7,556943577	8,556943577	0,153212956	0,153212956	25,57734749	25,57734749	26,57734749	0,475870143	0,475870143	0,99937539	27,67734749	0,515921117	1,275920603	0,031389864	0,120080321	0,848529815	4,180297548	0,009580891	0,113836429	0,876582681	-1,22	-4,12	-1,21	-4,12	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_167	CW_167	CW1MF01_7	CW1MF01_7_October_2025	CW1MF01_7_October_2025	167	S9460	515F806R	150	65	8,75	14392180-001	Wetland	CW_1	Section_1	MF01	CW1S1-1	CW_1_Section_1	CW_1_MF01	2025-10-27	27/10/2025	Autumn	0.15-0.30	T7	T7_MF01	T7_0.15-0.30	7	CW1_MF01	no	69	NA	0,57	3,17	10	-192	7,4	796	0,1	0,01	10	11	480	0,184355396	0,1	3,9071E-05	27	0,010680983	5,1	0,002017519	0,2	7,91184E-05	6,5		514,20	0,20	280	0,104860732	4	0,00149801	2	0,000735922	44	0,016548862	0,43	0,00016039	0,11	4,07339E-05	0,02	7,40616E-06	0,01	3,65884E-06	0,002	7,31768E-07	50,572	46,572	0,018995715	0,017497705	730	310	2.5	1000	0,8	0,014324082	0,014324082	0,7	0,012743492	0,025486983	36	0,374765771	2,998126171	-11	-44	-0,916094108	0	-11	-44	-0,916094108	0	-6,394336873	0	0,8	0,014324082	0,014324082	-6,394336873	0	0,8	0,014324082	0,014324082	2,998126171	1,5	0,039811066	0,039811066	0,640198471	0,359801529	0	0,039811066	0,640198471	0,359801529	0	0,26	0,26	0,28	0,28	Insufficient Capacity	Insufficient Capacity	Iron Dominant electron acceptor	Iron Dominant electron acceptor
CW_168	CW_168	CW1MF02_7	CW1MF02_7_October_2025	CW1MF02_7_October_2025	168	S9461	515F806R	150	65	4,15	14392180-002	Wetland	CW_1	Section_1	MF02	CW1S1-3-4	CW_1_Section_1	CW_1_MF02	2025-10-27	27/10/2025	Autumn	0.60-0.80	T7	T7_MF02	T7_0.60-0.80	7	CW1_MF02	no	74	NA	0,72	0,72	11	-244	7,6	812	0,2	0,3	10	11	750	0,288055307	95	0,03711743	590	0,233399265	240	0,094942074	320	0,126589432	560		1995,00	0,56	1500	0,561753921	1700	0,636654443	3,9	0,001435048	140	0,05265547	35	0,013054987	31	0,011479549	5,4	0,001999663	1,1	0,000402472	1	0,000365884	1917,4	217,4	0,718047517	0,081393074	2100	780	2.5	2900	0,5	0,008952551	0,008952551	1	0,018204988	0,036409976	24	0,249843848	1,998750781	1	4	0,083281283	0,083281283	1	4	0,083281283	0,083281283	0,581303352	0,581303352	1,081303352	0,019360848	0,019360848	0,581303352	0,581303352	1,081303352	0,019360848	0,019360848	1,998750781	2,081303352	0,055770824	0,139052107	0,261844119	0,139234481	0,598921401	0,139052107	0,261844119	0,139234481	0,598921401	0,98	0,98	1,06	1,06	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_169	CW_169	CW1MF05_7	CW1MF05_7_October_2025	CW1MF05_7_October_2025	169	S9462	515F806R	150	65	4,45	14392180-003	Wetland	CW_1	Section_2	MF05	CW1S2-1	CW_1_Section_2	CW_1_MF05	2025-10-27	27/10/2025	Autumn	0.15-0.30	T7	T7_MF05	T7_0.15-0.30	7	CW1_MF05	no	74	NA	1,1	4,4	10	-178	7,4	718	0,1	0,01	10	11	260	0,099859173	0,5	0,000195355	220	0,087030235	19	0,007516248	1	0,000395592	26		509,50	0,19	1700	0,636654443	11	0,004119529	3	0,001103883	2,2	0,000827443	0,1	3,73E-05	0,09	3,33277E-05	0,01	3,70308E-06	0,01	3,65884E-06	0,002	7,31768E-07	16,412	5,412	0,006129577	0,002010048	2300	130	2.5	2500	4,5	0,080572963	0,080572963	1,6	0,029127981	0,058255962	20	0,208203206	1,665625651	5	20	0,416406413	0,416406413	16	44,44444444	1,332500521	1,332500521	2,90651676	2,90651676	7,40651676	0,132614445	0,132614445	9,300853633	9,300853633	13,80085363	0,247105705	0,247105705	1,665625651	15,40085363	0,305361667	0,60727682	0,09592983	0,218375609	0,685694561	1,637862188	0,035568293	0,150870877	0,81356083	0,22	-0,81	0,22	-0,81	Insufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_170	CW_170	CW1MF06_7	CW1MF06_7_October_2025	CW1MF06_7_October_2025	170	S9463	515F806R	150	65	4,45	14392180-004	Wetland	CW_1	Section_2	MF06	CW1S2-3-4	CW_1_Section_2	CW_1_MF06	2025-10-27	27/10/2025	Autumn	0.60-0.80	T7	T7_MF06	T7_0.60-0.80	7	CW1_MF06	no	72	NA	0,74	0,87	11	-220	7,5	761	0,2	0,01	11	11	610	0,234284983	41	0,016019101	230	0,090986154	82	0,032438542	94	0,037185646	176		1057,00	0,34	200	0,074900523	56	0,020972146	3,2	0,001177476	52	0,019557746	11	0,004102996	6,5	0,002407002	2,6	0,000962801	0,08	2,92707E-05	0,04	1,46354E-05	131,42	75,42	0,049224073	0,028251927	600	690	2.5	1300	0,8	0,014324082	0,014324082	1,5	0,027307482	0,054614965	32	0,33312513	2,665001041	-7	-28	-0,582968978	0	-8	-33,33333333	-0,66625026	0	-4,069123465	0	0,8	0,014324082	0,014324082	-4,650426817	0	0,8	0,014324082	0,014324082	2,665001041	2,3	0,068939047	0,068939047	0,792221056	0,207778944	0	0,068939047	0,792221056	0,207778944	0	0,35	0,35	0,38	0,38	Insufficient Capacity	Insufficient Capacity	Iron Dominant electron acceptor	Iron Dominant electron acceptor
CW_171	CW_171	CW1MF09_7	CW1MF09_7_October_2025	CW1MF09_7_October_2025	171	S9464	515F806R	150	65	5,75	14392180-005	Wetland	CW_1	Section_3	MF09	CW1S3-1	CW_1_Section_3	CW_1_MF09	2025-10-27	27/10/2025	Autumn	0.15-0.30	T7	T7_MF09	T7_0.15-0.30	7	CW1_MF09	no	66	NA	0,66	5,35	12	-116	7,3	66	0,1	0,01	11	12	74	0,028421457	0,5	0,000195355	240	0,094942074	37	0,014636903	13	0,005142696	50		367,50	0,12	1800	0,674104705	1700	0,636654443	2,4	0,000883107	3,4	0,001278776	0,2	7,45999E-05	0,12	4,4437E-05	0,02	7,40616E-06	0,01	3,65884E-06	0,002	7,31768E-07	1706,152	6,152	0,638947159	0,002292716	2500	100	2.5	2600	9,7	0,173679499	0,173679499	2,2	0,040050974	0,080101948	5	0,052050802	0,416406413	20	80	1,665625651	1,665625651	15	75	1,249219238	1,249219238	11,62606704	11,62606704	21,32606704	0,381845426	0,381845426	8,719550281	8,719550281	18,41955028	0,329803944	0,329803944	0,416406413	20,61955028	0,409905892	2,127573025	0,037649447	0,179474651	0,782875902	1,65912513	0,04827963	0,198781839	0,752938531	-1,33	-0,86	-1,33	-0,86	Sufficient Capacity	Sufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
CW_172	CW_172	CW1MF10_7	CW1MF10_7_October_2025	CW1MF10_7_October_2025	172	S9465	515F806R	150	65	5,7	14392180-006	Wetland	CW_1	Section_3	MF10	CW1S3-3-4	CW_1_Section_3	CW_1_MF10	2025-10-27	27/10/2025	Autumn	0.60-0.80	T7	T7_MF10	T7_0.60-0.80	7	CW1_MF10	no	70	NA	0,41	1,13	12	-224	7,7	703	0,2	0,01	9,9	11	600	0,230444245	1,9	0,000742349	59	0,023339927	9,6	0,003797683	2,7	0,001068098	12,3		673,20	0,25	48	0,017976125	17	0,006366544	2,1	0,000772718	57	0,021438298	13	0,004848995	4,3	0,001592325	1,8	0,000666554	0,06	2,1953E-05	0,03	1,09765E-05	95,29	78,29	0,035718365	0,029351821	380	790	2.5	1200	0,7	0,012533572	0,012533572	1,6	0,029127981	0,058255962	58	0,603789298	4,830314387	-33	-132	-2,748282324	0	-26	-81,25	-2,165313346	0	-19,18301062	0	0,7	0,012533572	0,012533572	-15,11388715	0	0,7	0,012533572	0,012533572	4,830314387	2,3	0,070789534	0,070789534	0,822945973	0,177054027	0	0,070789534	0,822945973	0,177054027	0	0,20	0,20	0,23	0,23	Insufficient Capacity	Insufficient Capacity	Iron Dominant electron acceptor	Iron Dominant electron acceptor
CW_173	CW_173	CW2MF01_7	CW2MF01_7_October_2025	CW2MF01_7_October_2025	173	S9466	515F806R	150	65	6,7	14392839-001	Wetland	CW_2	Section_1	MF01	CW2S1-1	CW_2_Section_1	CW_2_MF01	2025-10-27	28/10/2025	Autumn	0.15-0.30	T7	T7_MF01	T7_0.15-0.30	7	CW2_MF01	yes	55	NA	0,015	2,56	12	-218	7,7	468	0,1	0,01	5,4	5,7	110	0,042248112	3	0,001172129	3,3	0,001305454	16	0,006329472	5,5	0,002175756	21,5		137,80	0,04	8,3	0,003108372	7,4	0,002771319	2,3	0,000846311	6,1	0,002294274	6,2	0,002312598	0,67	0,000248106	0,04	1,48123E-05	0,001	3,65884E-07	0,002	7,31768E-07	22,713	15,313	0,008488518	0,005717199	25	85	2.5	110	0,7	0,012533572	0,012533572	0,05	0,000910249	0,001820499	30	0,312304809	2,498438476	-5	-20	-0,416406413	0	-5	-20	-0,416406413	0	-2,90651676	0	0,7	0,012533572	0,012533572	-2,90651676	0	0,7	0,012533572	0,012533572	2,498438476	0,75	0,014354071	0,014354071	0,12682805	0,87317195	0	0,014354071	0,12682805	0,87317195	0	0,03	0,03	0,04	0,04	Insufficient Capacity	Insufficient Capacity	Manganese Dominant electron acceptor	Manganese Dominant electron acceptor
CW_174	CW_174	CW2MF02_7	CW2MF02_7_October_2025	CW2MF02_7_October_2025	174	S9467	515F806R	150	65	6,75	14392839-002	Wetland	CW_2	Section_1	MF02	CW2S1-3-4	CW_2_Section_1	CW_2_MF02	2025-10-27	28/10/2025	Autumn	0.60-0.80	T7	T7_MF02	T7_0.60-0.80	7	CW2_MF02	yes	67	NA	0,49	1,41	13	-129	7,6	663	0,2	0,01	8,1	7,7	350	0,13442581	42	0,016409811	200	0,079118395	96	0,03797683	130	0,051426957	226		818,00	0,23	800	0,299602091	660	0,247171725	2	0,000735922	2	0,000752221	1	0,000373	1,5	0,000555462	0,26	9,62801E-05	0,02	7,31768E-06	0,02	7,31768E-06	666,8	6,8	0,249699245	0,00252752	1700	200	2.5	1900	2	0,035810206	0,035810206	1,4	0,025486983	0,050973967	23	0,239433687	1,915469498	2	8	0,166562565	0,166562565	2	8	0,166562565	0,166562565	1,162606704	1,162606704	3,162606704	0,056626799	0,056626799	1,162606704	1,162606704	3,162606704	0,056626799	0,056626799	1,915469498	4,562606704	0,107600766	0,274163331	0,185925546	0,206544028	0,607530426	0,274163331	0,185925546	0,206544028	0,607530426	0,26	0,26	0,26	0,26	Insufficient Capacity	Insufficient Capacity	Sulfate Dominant electron acceptor	Sulfate Dominant electron acceptor
