SampleID	Sample_ID	Sample_Names	Orvion_Sample_Names	CW_Section	CW_Number	CW_Number_Section	CW_Number_MF_number	MF_number	Wetland_Sample	Linked_redox_Sensor	Sample_depth	Sample_depth_information	Primerpairname	Short_Name	Sample_or_Control	Timepoint	Timepoint_Sample_depth_information	Sampling_Date	Season_Meterological	Filtration_Volume_ml	Elution_Volume_ul	DNA_concentration	Order_Treatment	sample_nr	obs_well	date	DOC	TOC	benzene_ug_l	benzene_mmol_e_l	toluene_ug_l	toluene_mmol_e_l	ethylbenzene_ug_l	ethylbenzene_mmol_e_l	o_xylene_ug_l	o_xylene_mmol_e_l	pm_xylene_ug_l	pm_xylene_mmol_e_l	xylene_ug_l	xylene_mmol_e_l	concentration_BTEX_ug_l	concentration_BTEX_mmol_e_l	naphthalene_VOC_ug_l	naphthalene_VOC_mmol_e_l	phenol	m_cresol	o_cresol	p_cresol	cresol	2_ethylphenol	3_ethylphenol	24_dimethylphenol	25_dimethylphenol	3,5+2,3-dimethylphenol+4-ethylphenol	26_dimethylphenol	34_dimethylphenol	c2_alkylphenols_total	235_trimethylphenol	345_trimethylphenol	2_isopropylphenol	c3_alkylphenols_total	thymol	p_[tert]butylphenol	c4_alkylphenols_total	naphthalene_PAH_ug_l	acenaphthylene_ug_l	acenaphthene_ug_l	fluorene_ug_l	phenanthrene_ug_l	anthracene_ug_l	fluoranthene_ug_l	pyrene_ug_l	naphthalene_PAH_mmol_e_l	acenaphthylene_mmol_e_l	acenaphthene_mmol_e_l	fluorene_mmol_e_l	phenanthrene_mmol_e_l	anthracene_mmol_e_l	fluoranthene_mmol_e_l	pyrene_mmol_e_l	benzo[a]anthracene	chrysene	benzo[b]fluoranthene	benzo[k]fluoranthene	benzo[a]pyrene		dibenz[a,h]anthracene	benzo[ghi]perylene	indeno[1,2,3-cd]pyrene	Sum_water_soluble_PAHs_ug_l	Sum_water_soluble_PAHs_no_napthalene_ug_l	Sum_water_soluble_PAHs_mmol_e_l	Sum_water_soluble_PAHs_no_napthalene_mmol_e_l	PAH_total_16_ug	fraction_C10-C12	fraction_C12-C22	fraction_C22-C30	fraction_C30-C40	total_C10-C40	Electron_Donor_Load	Total_Electron_Acceptor_Capacity	chloride_mg_l	nitrite_mg_l	nitrite_N_mg_l	nitrate_mg_l	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_Influent	iron2_mg_l	iron2_measured_mmoles_l	iron2_measured_electron_acceptor_capacity_mmol_e	total_iron2_mg_l_Sulfate_relative_To_Influent	iron2_total_mmoles_l__Sulfate_relative_To_Influent	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_Influent	iron2_precipated_due_to_sulfate_reduction_mg_l_Sulfate_relative_To_1D_Flow	iron2_precipated_due_to_sulfate_reduction_no_negative_values_mg_l_Sulfate_relative_To_1D_Flow	total_iron2_mg_l_Sulfate_relative_To_1D_Flow	iron2_total_mmoles_l__Sulfate_relative_To_1D_Flow	iron2_total_electron_acceptor_capacity_mmol_e__Sulfate_relative_To_1D_Flow	manganese2_mg_l	manganese2_mmoles_l	manganese2_electron_acceptor_capacity_mmol_e_l	Ratio_iron2_manganese2_in_mmoles_l	Ratio_iron2_to_manganese2_in_mmoles_e_l	combined_total_reduced_metals_mg_l	combined_total_reduced_metals_mmol_e_l	cyanide_total	phosphorus_total	nitrate_consumption_relative_to_influent	nitrate_N_mg_l	nitrate_mmoles_l	nitrate_electron_acceptor_capacity_mmol_e	sulfate_consumption_relative_to_influent	sulfate_consumption_percentage_relative_to_influent	sulfate_consumption_relative_to_influent_mmols_e_l	sulfate_consumption_1D_flow_mg_l	sulfate_consumption_percentage_1D_flow_relative_to_previous_sample	sulfate_consumption_1D_flow_mmols_e_l	sulfate_consumption_1D_flow_mmols_e_l_no_negatives	sulfate_mg_l	sulfate_mmoles_l	sulfate_electron_acceptor_capacity_mmol_e	combined_remaining_soluble_electron_acceptor_capacity	total_electron_acceptor_capacity_consumed_mmol_e_l_relative_To_Influent	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_Influent	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_Influent	total_electron_acceptor_capacity_consumed_mmols_e_l_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_manganse_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_iron_Sulfate_relative_To_1D_Flow	electron_acceptor_relative_contribution_sulfate_Sulfate_relative_To_1D_Flow	oxygen	temperature	redoxpot	pH	EGV3	Frontpump_flowrate		electron_acceptor_donor_balance_BTEXN_minus_total_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_influent	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow	electron_acceptor_donor_balance_BTXN_PAH_e_acceptors_consumed_relative_to_1D_flow
CW_159	CW_159	CW3MF05_6_August_2025	S9288	Section_2	CW_3	CW_3_Section_2	CW_3_MF05	MF05	Wetland	CW3S2-1	0.15-0.30	0.15-0.30	515F806R	CW3MF05_6	True Sample	T6	T6_0.15-0.30	2025-08-13	Summer	150	65	21,8	159	14373702-001	CW3MF05	14/08/2025	6,3	7,1	300	0,115222123	2,9	0,001133058	57	0,022548743	17	0,006725064	5,6	0,002215315	22,6		382,50	0,14	57	0,021346649																					7,6	0,01	19	4,9	2,6	2,2	1,1	0,97	0,00284622	3,67961E-06	0,007146099	0,001827698	0,000962801	0,000814678	0,000402472	0,000354907	0,06	0,06	0,02	0,01	0,03		0,002	0,01	0,01	38,38	30,78	0,014358555	0,011512335	38	180	340	2.5	2.5	520	421		79	0.03	0.01	0.075	43,01644805	43,01644805	1,6	0,028648165	0,028648165	44,61644805	0,798862096	0,798862096	-38,07536956		1,6	0,028648165	0,028648165	1,5	0,027307482	0,054614965	29,25432995	14,62716498	46,11644805	0,85347706	34	0,41	1	0,017	0,000274194	0,001370968	74	52,86	6,162814907	-65,5	-13100,00	-5,454924006		66	0,687070581	5,496564647	5,497935615	7,02	0,007784021	0,11385816	0,878357819	0,08	34,40678364	65,59321636	0	4,61	12,2	-4,9	6,91	688	0.1	0.01	-6,86	-6,84	0,08	0,09
CW_160	CW_160	CW3MF06_6_August_2025	S9289	Section_2	CW_3	CW_3_Section_2	CW_3_MF06	MF06	Wetland	CW3S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW3MF06_6	True Sample	T6	T6_0.60-0.80	2025-08-13	Summer	150	65	6,7	160	14350115-008	CW3_MF06	14/08/2025	0,8	1,1	4,6	0,001766739	0,02	7,8142E-06	3,8	0,00150325	1,5	0,000593388	0,8	0,000316474	2,3		10,84	0,00	11	0,004119529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,9	0,01	0,11	0,005	0,001	0,001	0,001	0,002	0,001086058	3,67961E-06	4,13722E-05	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	3,03	0,13	0,001134813	4,8755E-05	3	2.5	2.5	2.5	2.5	5	14		76	0.03	0.01	0.075	54,64251509	54,64251509	3,8	0,068039391	0,068039391	58,44251509	1,04641925	1,04641925	37,20341453	37,20341453	41,00341453	0,734170359	0,734170359	5,9	0,10740943	0,21481886	9,742340574	4,871170287	64,34251509	1,26123811	0.2	0.015	1	0,017	0,000274194	0,001370968	94	67,14	7,828440558	64	58,18	5,330002082	5,330002082	46	0,478867375	3,830938996	3,832309964	9,09	0,023633273	0,115121699	0,861245028	6,28	11,69248886	3,421232011	84,88627912	3.89	22.8	-144	7.08	1088	0.2	0.01	-9,08	-9,08	-6,27	-6,27
CW_161	CW_161	CW3MF09_6_August_2025	S9290	Section_3	CW_3	CW_3_Section_3	CW_3_MF09	MF09	Wetland	CW3S3-1	0.15-0.30	0.15-0.30	515F806R	CW3MF09_6	True Sample	T6	T6_0.15-0.30	2025-08-13	Summer	150	65	5,5	161	14350727-004	CW3_MF09	15/08/2025	9,2	9,7	130	0,049929586	3,7	0,001445626	180	0,071206556	22	0,008703023	2,5	0,00098898	24,5		338,20	0,12	170	0,063665444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	210	1,9	360	74	52	3,4	0,56	0,41	0,078645549	0,000699126	0,13539978	0,027601973	0,019256018	0,001259047	0,000204895	0,000150012	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	702,27	492,27	0,2632164	0,184570851	700	500	960	2.5	2.5	1500	1.038		68	0.03	0.01	0.075	17,43910056	17,43910056	0,3	0,005371531	0,005371531	17,73910056	0,317620422	0,317620422	-25,57734749		0,3	0,005371531	0,005371531	1,1	0,020025487	0,040050974	15,86080889	7,930404443	18,83910056	0,357671396	24	0.81	1	0,017	0,000274194	0,001370968	30	21,43	2,498438476	-44	-66,67	-3,664376431		110	1,145117635	9,160941078	9,162312046	2,86	0,014022911	0,111207354	0,874769735	0,05	11,82570381	88,17429619	0	1.89	22.7	-114	7.22	1614	0.2	0.01	-2,67	-2,49	0,14	0,33
CW_162	CW_162	CW3MF10_6_August_2025	S9291	Section_3	CW_3	CW_3_Section_3	CW_3_MF10	MF10	Wetland	CW3S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW3MF10_6	True Sample	T6	T6_0.60-0.80	2025-08-13	Summer	150	65	20,5	162	14350727-005	CW3_MF10	15/08/2025	30	29	240	0,092177698	3,1	0,0012112	43	0,017010455	37	0,014636903	17	0,006725064	54		340,10	0,11	47	0,017601623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	0,01	0,01	0,005	0,001	0,001	0,001	0,002	0,028087696	3,67961E-06	3,7611E-06	1,865E-06	3,70308E-07	3,70308E-07	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	75,03	0,03	0,02809884	1,1144E-05	75	65	2.5	2.5	2.5	75	415		81	0.03	0.01	0.075	81,09181761	81,09181761	30	0,537153089	0,537153089	111,0918176	1,989110432	1,989110432	26,44930252	26,44930252	56,44930252	1,010730573	1,010730573	7,9	0,143819407	0,287638813	13,83061215	6,915306077	118,9918176	2,276749245	46	1.2	1	0,017	0,000274194	0,001370968	139,5	99,64	11,61773891	45,5	98,91	3,789298355	3,789298355	0,5	0,00520508	0,041640641	0,043011609	13,89	0,020701649	0,143158237	0,836140114	5,09	19,866285	5,653647755	74,48006725	1.89	22.8	-189	7.33	965	0.2	0.01	-13,77	-13,77	-4,96	-4,96
CW_163	CW_163	CWinf_7_October_2025	S9456	Section_0	CW_0	CW_0_Section_0	CW_0_INF	INF	INF	NA	NA	INF	515F806R	CWinf_7	True Sample	T7	T7_INF	2025-10-27	Autumn	150	65	9,85	163	14392159-001	INFLOW	27/10/2025	12	14	520	0,199718346	81	0,031647493	660	0,261090704	260	0,102853914	440	0,174060469	700		1961,00	0,49	3700	1,385659671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8200	68	400	120	120	21	13	14	3,070921432	0,025021355	0,150444199	0,044759957	0,044436963	0,007776469	0,004756489	0,005122373	0,91	0,89	0,26	0,13	0,33		0,002	0,07	0,06	8956	756	3,353239238	0,282317806	9000	8200	2500	2.5	2.5	11000	10.961		76	0.03	0.01	0.075	0	0	0,02	0,000358102	0,000358102	0,02	0,000358102	0,000358102	0	0	0,02	0,000358102	0,000358102	0,05	0,000910249	0,001820499	0,393410922	0,196705461	0,07	0,002178601	NA	0.9	1	0,017	0,000274194	0,001370968	0	0,00	0	0	0,00	0	0	25	0,260254008	2,082032063	2,083403031	0,00	0,835627506	0,164372494	0	0,00	16,43724939	83,56275061	0	NA	NA	NA	NA	NA	NA	0.1	1,88	2,16	1,88	2,16
CW_164	CW_164	CW1eff_7_October_2025	S9457	Section_5	CW_1	CW_1_Section_5	CW_1_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW1eff_7	True Sample	T7	T7_EFF	2025-10-27	Autumn	150	65	12,25	164	14393656-001	CW1_OUT	29/10/2025	9,1	9,4	26	0,009985917	0,4	0,000156284	6,3	0,002492229	1,6	0,000632947	0,31	0,000122634	1,91		34,61	0,01	6,5	0,002434267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,02	0,17	6,5	1,4	0,42	0,06	0,001	0,002	7,49005E-06	6,25534E-05	0,002444718	0,000522199	0,000155529	2,22185E-05	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	8,573	8,553	0,003215807	0,003208317	8,6	2.5	2.5	2.5	2.5	5	43		58	0.03	0.01	0.075	14,24193213	14,24193213	4,8	0,085944494	0,085944494	19,04193213	0,340947755	0,340947755	33,42494274	33,42494274	38,22494274	0,684421535	0,684421535	1,5	0,027307482	0,054614965	12,48550679	6,242753397	20,54193213	0,39556272	NA	0.23	1	0,017	0,000274194	0,001370968	24,5	98,00	2,040391422	57,5	99,14	4,788673746	4,788673746	0,5	0,00520508	0,041640641	0,043011609	2,44	0,022420358	0,139964768	0,837614874	5,53	12,38164638	0,988021479	86,63033215	4.28	11	-123	7.3	487	0.2	0.01	-2,42	-2,42	-5,51	-5,51
CW_165	CW_165	CW2eff_7_October_2025	S9458	Section_5	CW_2	CW_2_Section_5	CW_2_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW2eff_7	True Sample	T7	T7_EFF	2025-10-27	Autumn	150	65	16,4	165	14393656-002	CW2_OUT	29/10/2025	9,7	10	36	0,013826655	7,2	0,00281311	43	0,017010455	12	0,004747104	6,9	0,002729585	18,9		105,10	0,03	370	0,138565967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	460	2,7	65	14	7,4	1,2	0,12	0,08	0,172271202	0,000993495	0,024447182	0,005221995	0,002740279	0,00044437	4,39061E-05	2,92707E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	550,5	90,5	0,2061917	0,033920498	550	2.5	2.5	2.5	2.5	5	655		59	0.03	0.01	0.075	14,24193213	14,24193213	6,5	0,116383169	0,116383169	20,74193213	0,37138643	0,37138643	3,429689777	3,429689777	9,929689777	0,177792118	0,177792118	2,9	0,052794466	0,105588931	7,034571245	3,517285622	23,64193213	0,476975362	NA	0.54	1	0,017	0,000274194	0,001370968	24,5	98,00	2,040391422	5,9	92,19	0,491359567	0,491359567	0,5	0,00520508	0,041640641	0,043011609	2,52	0,041944198	0,147529725	0,810526076	0,77	22,94859906	13,6289397	63,42246124	6.22	12	-85	7	832	0.2	0.01	-2,35	-2,31	-0,60	-0,57
CW_166	CW_166	CW3eff_7_October_2025	S9459	Section_5	CW_3	CW_3_Section_5	CW_3_EFF	EFF	EFF	NA	NA	EFF	515F806R	CW3eff_7	True Sample	T7	T7_EFF	2025-10-27	Autumn	150	65	11,9	166	14393656-005	CW3_OUT	29/10/2025	7,2	8,2	54	0,020739982	5,8	0,002266117	36	0,014241311	14	0,005538288	17	0,006725064	31		126,80	0,04	52	0,019474136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	0,35	14	3,5	2,7	0,5	0,06	0,04	0,012358586	0,000128786	0,005265547	0,001305499	0,000999832	0,000185154	2,1953E-05	1,46354E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	54,15	21,15	0,020279992	0,007921406	54	95	75	2.5	2.5	170	181		49	0.03	0.01	0.075	7,556943577	7,556943577	1	0,017905103	0,017905103	8,556943577	0,153212956	0,153212956	25,57734749	25,57734749	26,57734749	0,475870143	0,475870143	1,1	0,020025487	0,040050974	7,650897871	3,825448935	9,656943577	0,19326393	NA	0.26	1	0,017	0,000274194	0,001370968	13	52,00	1,082656673	44	78,57	3,664376431	3,664376431	12	0,124921924	0,99937539	1,000746358	1,28	0,031389864	0,120080321	0,848529815	4,18	11,38364285	0,958089071	87,65826808	0.48	11	-121	7.2	472	0.2	0.01	-1,22	-1,21	-4,12	-4,12
CW_167	CW_167	CW1MF01_7_October_2025	S9460	Section_1	CW_1	CW_1_Section_1	CW_1_MF01	MF01	Wetland	CW1S1-1	0.15-0.30	0.15-0.30	515F806R	CW1MF01_7	True Sample	T7	T7_0.15-0.30	2025-10-27	Autumn	150	65	8,75	167	14392180-001	CW1_MF01	27/10/2025	10	11	480	0,184355396	0,1	3,9071E-05	27	0,010680983	5,1	0,002017519	0,2	7,91184E-05	6,5		514,20	0,20	280	0,104860732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2	44	0,43	0,11	0,02	0,01	0,002	0,00149801	0,000735922	0,016548862	0,00016039	4,07339E-05	7,40616E-06	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	50,572	46,572	0,018995715	0,017497705	51	730	310	2.5	2.5	1000	565		69	0.03	0.01	0.075	-6,394336873	0	0,8	0,014324082	0,014324082	0,8	0,014324082	0,014324082	-6,394336873		0,8	0,014324082	0,014324082	0,7	0,012743492	0,025486983	1,124031206	0,562015603	1,5	0,039811066	NA	0.57	1	0,017	0,000274194	0,001370968	-11	-44,00	-0,916094108	-11	-44,00	-0,916094108		36	0,374765771	2,998126171	2,999497139	-0,88	-0,029085332	-0,016346411	1,045431743	0,04	35,98015295	64,01984705	0	3.17	10	-192	7.4	796	0.1	0.01	1,18	1,19	0,26	0,28
CW_168	CW_168	CW1MF02_7_October_2025	S9461	Section_1	CW_1	CW_1_Section_1	CW_1_MF02	MF02	Wetland	CW1S1-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF02_7	True Sample	T7	T7_0.60-0.80	2025-10-27	Autumn	150	65	4,15	168	14392180-002	CW1_MF02	27/10/2025	10	11	750	0,288055307	95	0,03711743	590	0,233399265	240	0,094942074	320	0,126589432	560		1995,00	0,56	1500	0,561753921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1700	3,9	140	35	31	5,4	1,1	1	0,636654443	0,001435048	0,05265547	0,013054987	0,011479549	0,001999663	0,000402472	0,000365884	0,02	0,02	0,002	0,01	0,03		0,002	0,02	0,001	1917,4	217,4	0,718047517	0,081393074	2000	2100	780	2.5	2.5	2900	3.995		74	0.03	0.01	0.075	0,581303352	0,581303352	0,5	0,008952551	0,008952551	1,081303352	0,019360848	0,019360848	0,581303352	0,581303352	1,081303352	0,019360848	0,019360848	1	0,018204988	0,036409976	1,063491372	0,531745686	2,081303352	0,055770824	NA	0.72	1	0,017	0,000274194	0,001370968	1	4,00	0,083281283	1	4,00	0,083281283	0,083281283	24	0,249843848	1,998750781	2,000121749	0,14	0,261844119	0,139234481	0,598921401	0,14	13,92344805	26,18441187	59,89214008	0.72	11	-244	7.6	812	0.2	0.3	0,98	1,06	0,98	1,06
CW_169	CW_169	CW1MF05_7_October_2025	S9462	Section_2	CW_1	CW_1_Section_2	CW_1_MF05	MF05	Wetland	CW1S2-1	0.15-0.30	0.15-0.30	515F806R	CW1MF05_7	True Sample	T7	T7_0.15-0.30	2025-10-27	Autumn	150	65	4,45	169	14392180-003	CW1_MF05	27/10/2025	10	11	260	0,099859173	0,5	0,000195355	220	0,087030235	19	0,007516248	1	0,000395592	26		509,50	0,19	1700	0,636654443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	3	2,2	0,1	0,09	0,01	0,01	0,002	0,004119529	0,001103883	0,000827443	3,73E-05	3,33277E-05	3,70308E-06	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	16,412	5,412	0,006129577	0,002010048	16	2300	130	2.5	2.5	2500	526		74	0.03	0.01	0.075	2,90651676	2,90651676	4,5	0,080572963	0,080572963	7,40651676	0,132614445	0,132614445	9,300853633	9,300853633	13,80085363	0,247105705	0,247105705	1,6	0,029127981	0,058255962	4,552819669	2,276409835	9,00651676	0,190870407	NA	1.1	1	0,017	0,000274194	0,001370968	5	20,00	0,416406413	16	44,44	1,332500521	1,332500521	20	0,208203206	1,665625651	1,666996618	0,61	0,09592983	0,218375609	0,685694561	1,64	15,08708773	3,556829297	81,35608297	4.4	10	-178	7.4	718	0.1	0.01	0,22	0,22	-0,81	-0,81
CW_170	CW_170	CW1MF06_7_October_2025	S9463	Section_2	CW_1	CW_1_Section_2	CW_1_MF06	MF06	Wetland	CW1S2-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF06_7	True Sample	T7	T7_0.60-0.80	2025-10-27	Autumn	150	65	4,45	170	14392180-004	CW1_MF06	27/10/2025	11	11	610	0,234284983	41	0,016019101	230	0,090986154	82	0,032438542	94	0,037185646	176		1057,00	0,34	200	0,074900523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	3,2	52	11	6,5	2,6	0,08	0,04	0,020972146	0,001177476	0,019557746	0,004102996	0,002407002	0,000962801	2,92707E-05	1,46354E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	131,42	75,42	0,049224073	0,028251927	130	600	690	2.5	2.5	1300	1.187		72	0.03	0.01	0.075	-4,069123465	0	0,8	0,014324082	0,014324082	0,8	0,014324082	0,014324082	-4,650426817		0,8	0,014324082	0,014324082	1,5	0,027307482	0,054614965	0,524547896	0,262273948	2,3	0,068939047	NA	0.74	1	0,017	0,000274194	0,001370968	-7	-28,00	-0,582968978	-8	-33,33	-0,66625026		32	0,33312513	2,665001041	2,666372009	-0,51	-0,106248608	-0,027866242	1,13411485	0,07	20,77789441	79,22210559	0	0.87	11	-220	7.5	761	0.2	0.01	0,93	0,96	0,35	0,38
CW_171	CW_171	CW1MF09_7_October_2025	S9464	Section_3	CW_1	CW_1_Section_3	CW_1_MF09	MF09	Wetland	CW1S3-1	0.15-0.30	0.15-0.30	515F806R	CW1MF09_7	True Sample	T7	T7_0.15-0.30	2025-10-27	Autumn	150	65	5,75	171	14392180-005	CW1_MF09	27/10/2025	11	12	74	0,028421457	0,5	0,000195355	240	0,094942074	37	0,014636903	13	0,005142696	50		367,50	0,12	1800	0,674104705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1700	2,4	3,4	0,2	0,12	0,02	0,01	0,002	0,636654443	0,000883107	0,001278776	7,45999E-05	4,4437E-05	7,40616E-06	3,65884E-06	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	1706,152	6,152	0,638947159	0,002292716	1700	2500	100	2.5	2.5	2600	2.068		66	0.03	0.01	0.075	11,62606704	11,62606704	9,7	0,173679499	0,173679499	21,32606704	0,381845426	0,381845426	8,719550281	8,719550281	18,41955028	0,329803944	0,329803944	2,2	0,040050974	0,080101948	9,533986023	4,766993011	23,52606704	0,461947374	NA	0.66	1	0,017	0,000274194	0,001370968	20	80,00	1,665625651	15	75,00	1,249219238	1,249219238	5	0,052050802	0,416406413	0,41777738	2,13	0,037649447	0,179474651	0,782875902	1,66	19,87818388	4,827963032	75,29385309	5.35	12	-116	7.3	66	0.1	0.01	-1,33	-1,33	-0,86	-0,86
CW_172	CW_172	CW1MF10_7_October_2025	S9465	Section_3	CW_1	CW_1_Section_3	CW_1_MF10	MF10	Wetland	CW1S3-3-4	0.60-0.80	0.60-0.80	515F806R	CW1MF10_7	True Sample	T7	T7_0.60-0.80	2025-10-27	Autumn	150	65	5,7	172	14392180-006	CW1_MF10	27/10/2025	9,9	11	600	0,230444245	1,9	0,000742349	59	0,023339927	9,6	0,003797683	2,7	0,001068098	12,3		673,20	0,25	48	0,017976125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17	2,1	57	13	4,3	1,8	0,06	0,03	0,006366544	0,000772718	0,021438298	0,004848995	0,001592325	0,000666554	2,1953E-05	1,09765E-05	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	95,29	78,29	0,035718365	0,029351821	96	380	790	2.5	2.5	1200	769		70	0.03	0.01	0.075	-19,18301062	0	0,7	0,012533572	0,012533572	0,7	0,012533572	0,012533572	-15,11388715		0,7	0,012533572	0,012533572	1,6	0,029127981	0,058255962	0,430293196	0,215146598	2,3	0,070789534	NA	0.41	1	0,017	0,000274194	0,001370968	-33	-132,00	-2,748282324	-26	-81,25	-2,165313346		58	0,603789298	4,830314387	4,831685355	-2,68	-0,021757654	-0,004681085	1,026438739	0,07	17,70540266	82,29459734	0	1.13	12	-224	7.7	703	0.2	0.01	2,95	2,98	0,20	0,23
CW_173	CW_173	CW2MF01_7_October_2025	S9466	Section_1	CW_2	CW_2_Section_1	CW_2_MF01	MF01	Wetland	CW2S1-1	0.15-0.30	0.15-0.30	515F806R	CW2MF01_7	True Sample	T7	T7_0.15-0.30	2025-10-27	Autumn	150	65	6,7	173	14392839-001	CW2_MF01	28/10/2025	5,4	5,7	110	0,042248112	3	0,001172129	3,3	0,001305454	16	0,006329472	5,5	0,002175756	21,5		137,80	0,04	8,3	0,003108372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7,4	2,3	6,1	6,2	0,67	0,04	0,001	0,002	0,002771319	0,000846311	0,002294274	0,002312598	0,000248106	1,48123E-05	3,65884E-07	7,31768E-07	0,001	0,001	0,002	0,001	0,001		0,002	0,001	0,001	22,713	15,313	0,008488518	0,005717199	23	25	85	2.5	2.5	110	161		55	0.03	0.01	0.075	-2,90651676	0	0,7	0,012533572	0,012533572	0,7	0,012533572	0,012533572	-2,90651676		0,7	0,012533572	0,012533572	0,05	0,000910249	0,001820499	13,76938227	6,884691137	0,75	0,014354071	NA	0.015	1	0,017	0,000274194	0,001370968	-5	-20,00	-0,416406413	-5	-20,00	-0,416406413		30	0,312304809	2,498438476	2,499809444	-0,40	-0,004528014	-0,031173981	1,035701995	0,01	87,31719502	12,68280498	0	2.56	12	-218	7.7	468	0.1	0.01	0,45	0,46	0,03	0,04
