nrow	ptw
21314	ko02020
430	ko02024
995	ko02024
1093	ko02024
1186	ko02024
1210	ko02024
1232	ko02024
1266	ko02024
1359	ko02024
1426	ko02024
1466	ko02024
1474	ko02024
1492	ko02024
1493	ko02024
1554	ko02024
1700	ko02024
1778	ko02024
1779	ko02024
1780	ko02024
1781	ko02024
1782	ko02024
1813	ko02024
1814	ko02024
1815	ko02024
1816	ko02024
1817	ko02024
1834	ko02024
1835	ko02024
1836	ko02024
1837	ko02024
2027	ko02024
2028	ko02024
2029	ko02024
2030	ko02024
2176	ko02024
2177	ko02024
2264	ko02024
2816	ko02024
2817	ko02024
2819	ko02024
2821	ko02024
2822	ko02024
2843	ko02024
2849	ko02024
2853	ko02024
2952	ko02024
2959	ko02024
3135	ko02024
3395	ko02024
5615	ko02024
5915	ko02024
5916	ko02024
5917	ko02024
5918	ko02024
5919	ko02024
5921	ko02024
5922	ko02024
5923	ko02024
5924	ko02024
5926	ko02024
5927	ko02024
5928	ko02024
5929	ko02024
5932	ko02024
5938	ko02024
6557	ko02024
6729	ko02024
6732	ko02024
6897	ko02024
7189	ko02024
7210	ko02024
7211	ko02024
7224	ko02024
7235	ko02024
7236	ko02024
7243	ko02024
7250	ko02024
7251	ko02024
7255	ko02024
7259	ko02024
7324	ko02024
7325	ko02024
7343	ko02024
7356	ko02024
7844	ko02024
8123	ko02024
8160	ko02024
8293	ko02024
9314	ko02024
9425	ko02024
10032	ko02024
10033	ko02024
10034	ko02024
10035	ko02024
10191	ko02024
10294	ko02024
10373	ko02024
10374	ko02024
10375	ko02024
10376	ko02024
10377	ko02024
10378	ko02024
10379	ko02024
10380	ko02024
10381	ko02024
10469	ko02024
10470	ko02024
10494	ko02024
10496	ko02024
10497	ko02024
10498	ko02024
10499	ko02024
10500	ko02024
10502	ko02024
10526	ko02024
10675	ko02024
10988	ko02024
10989	ko02024
11204	ko02024
11207	ko02024
11709	ko02024
11744	ko02024
11745	ko02024
11746	ko02024
11747	ko02024
11748	ko02024
11867	ko02024
12226	ko02024
12423	ko02024
12492	ko02024
12493	ko02024
12494	ko02024
12495	ko02024
12507	ko02024
12706	ko02024
13228	ko02024
13229	ko02024
13462	ko02024
14017	ko02024
14018	ko02024
14280	ko02024
14281	ko02024
14866	ko02024
14867	ko02024
14868	ko02024
14869	ko02024
14939	ko02024
14940	ko02024
14941	ko02024
14942	ko02024
15133	ko02024
15134	ko02024
15135	ko02024
15136	ko02024
15883	ko02024
17014	ko02024
17074	ko02024
17075	ko02024
17076	ko02024
17077	ko02024
17170	ko02024
17172	ko02024
17173	ko02024
17174	ko02024
17175	ko02024
17213	ko02024
17377	ko02024
17379	ko02024
17380	ko02024
17388	ko02024
17389	ko02024
17390	ko02024
17391	ko02024
17392	ko02024
18617	ko02024
18682	ko02024
18683	ko02024
18684	ko02024
18685	ko02024
18686	ko02024
19033	ko02024
19034	ko02024
19035	ko02024
19036	ko02024
19037	ko02024
19195	ko02024
19196	ko02024
19197	ko02024
19199	ko02024
19200	ko02024
19203	ko02024
19204	ko02024
19205	ko02024
19206	ko02024
19207	ko02024
19208	ko02024
19209	ko02024
19210	ko02024
19211	ko02024
19212	ko02024
19213	ko02024
19214	ko02024
19215	ko02024
19216	ko02024
19217	ko02024
19218	ko02024
19219	ko02024
19220	ko02024
19221	ko02024
19222	ko02024
19223	ko02024
19224	ko02024
19268	ko02024
19269	ko02024
19270	ko02024
19271	ko02024
19272	ko02024
19273	ko02024
19274	ko02024
19275	ko02024
19276	ko02024
19277	ko02024
19278	ko02024
19279	ko02024
19280	ko02024
19281	ko02024
19282	ko02024
19283	ko02024
19284	ko02024
19285	ko02024
19286	ko02024
19287	ko02024
19288	ko02024
19289	ko02024
19290	ko02024
19291	ko02024
19292	ko02024
19320	ko02024
19321	ko02024
19322	ko02024
19323	ko02024
19324	ko02024
19325	ko02024
19326	ko02024
19327	ko02024
19328	ko02024
19329	ko02024
19330	ko02024
19331	ko02024
19332	ko02024
19333	ko02024
19334	ko02024
19335	ko02024
19336	ko02024
19337	ko02024
19338	ko02024
19427	ko02024
19428	ko02024
19429	ko02024
19430	ko02024
19431	ko02024
19432	ko02024
19433	ko02024
19434	ko02024
19435	ko02024
19436	ko02024
19437	ko02024
19438	ko02024
19439	ko02024
19441	ko02024
19474	ko02024
19475	ko02024
19476	ko02024
19477	ko02024
19478	ko02024
19479	ko02024
19480	ko02024
19486	ko02024
19487	ko02024
19499	ko02024
19501	ko02024
1492	ko02025
1493	ko02025
1589	ko02025
2172	ko02025
2179	ko02025
2425	ko02025
2426	ko02025
2427	ko02025
2428	ko02025
3293	ko02025
3381	ko02025
6159	ko02025
6161	ko02025
7222	ko02025
7233	ko02025
10378	ko02025
10405	ko02025
10902	ko02025
11345	ko02025
11346	ko02025
11348	ko02025
11350	ko02025
11355	ko02025
11356	ko02025
11357	ko02025
11358	ko02025
11362	ko02025
11367	ko02025
11368	ko02025
11370	ko02025
12423	ko02025
12425	ko02025
12492	ko02025
12493	ko02025
12906	ko02025
12907	ko02025
12908	ko02025
12909	ko02025
12910	ko02025
15283	ko02025
17014	ko02025
17074	ko02025
17075	ko02025
17076	ko02025
17077	ko02025
17173	ko02025
17174	ko02025
17175	ko02025
17377	ko02025
18289	ko02025
18686	ko02025
19204	ko02025
19205	ko02025
19206	ko02025
19908	ko02025
19909	ko02025
19910	ko02025
19911	ko02025
19912	ko02025
19913	ko02025
19914	ko02025
19915	ko02025
19916	ko02025
19925	ko02025
19935	ko02025
19936	ko02025
19937	ko02025
19938	ko02025
19939	ko02025
19940	ko02025
19941	ko02025
19942	ko02025
19943	ko02025
19944	ko02025
19945	ko02025
19946	ko02025
19947	ko02025
19948	ko02025
19949	ko02025
19950	ko02025
19957	ko02025
19958	ko02025
19959	ko02025
19960	ko02025
19961	ko02025
19962	ko02025
19963	ko02025
607	ko02026
613	ko02026
622	ko02026
871	ko02026
1774	ko02026
2172	ko02026
2176	ko02026
2177	ko02026
2179	ko02026
2199	ko02026
2535	ko02026
2830	ko02026
3293	ko02026
3296	ko02026
3297	ko02026
4039	ko02026
4040	ko02026
4041	ko02026
4042	ko02026
4452	ko02026
5479	ko02026
5770	ko02026
6729	ko02026
7182	ko02026
7192	ko02026
7203	ko02026
7220	ko02026
7221	ko02026
7222	ko02026
7231	ko02026
7233	ko02026
7316	ko02026
7324	ko02026
7325	ko02026
10378	ko02026
10989	ko02026
11386	ko02026
11390	ko02026
11391	ko02026
11392	ko02026
12135	ko02026
13462	ko02026
17987	ko02026
19999	ko02026
20000	ko02026
20001	ko02026
20002	ko02026
20003	ko02026
20004	ko02026
20005	ko02026
504	ko02030
2184	ko02030
2190	ko02030
2191	ko02030
2328	ko02030
2329	ko02030
3140	ko02030
3141	ko02030
3142	ko02030
3143	ko02030
3144	ko02030
3145	ko02030
3146	ko02030
3147	ko02030
3148	ko02030
3149	ko02030
3502	ko02030
5502	ko02030
5503	ko02030
5504	ko02030
5505	ko02030
9597	ko02030
9916	ko02030
10017	ko02030
11820	ko02030
13336	ko02030
2160	ko02040
2161	ko02040
2162	ko02040
2163	ko02040
2164	ko02040
2165	ko02040
2166	ko02040
2167	ko02040
2168	ko02040
2170	ko02040
2171	ko02040
2172	ko02040
2173	ko02040
2174	ko02040
2175	ko02040
2176	ko02040
2177	ko02040
2179	ko02040
2180	ko02040
2181	ko02040
2182	ko02040
2183	ko02040
2184	ko02040
2185	ko02040
2186	ko02040
2187	ko02040
2188	ko02040
2190	ko02040
2191	ko02040
2192	ko02040
2193	ko02040
2194	ko02040
2195	ko02040
2196	ko02040
2197	ko02040
2328	ko02040
2329	ko02040
13232	ko02040
20130	ko02040
20131	ko02040
2511	ko02060
2512	ko02060
2513	ko02060
2514	ko02060
2515	ko02060
2516	ko02060
2517	ko02060
2518	ko02060
2519	ko02060
2520	ko02060
2521	ko02060
2522	ko02060
2523	ko02060
2524	ko02060
2525	ko02060
2526	ko02060
2527	ko02060
2528	ko02060
2529	ko02060
2530	ko02060
2531	ko02060
2532	ko02060
2533	ko02060
2534	ko02060
2535	ko02060
2536	ko02060
2537	ko02060
2538	ko02060
2539	ko02060
2540	ko02060
2541	ko02060
2542	ko02060
2543	ko02060
2544	ko02060
2545	ko02060
2546	ko02060
2547	ko02060
2548	ko02060
2549	ko02060
2550	ko02060
2551	ko02060
2552	ko02060
2553	ko02060
2554	ko02060
2555	ko02060
2556	ko02060
2558	ko02060
2559	ko02060
2560	ko02060
2561	ko02060
2562	ko02060
2563	ko02060
2564	ko02060
2565	ko02060
2566	ko02060
2567	ko02060
2568	ko02060
2569	ko02060
2570	ko02060
3205	ko02060
8002	ko02060
8003	ko02060
8004	ko02060
10448	ko02060
10449	ko02060
10450	ko02060
10645	ko02060
10652	ko02060
10653	ko02060
10654	ko02060
10655	ko02060
10656	ko02060
10657	ko02060
10658	ko02060
10659	ko02060
16542	ko02060
16543	ko02060
16544	ko02060
16545	ko02060
18457	ko02060
18458	ko02060
18459	ko02060
18460	ko02060
19054	ko02060
19055	ko02060
19059	ko02060
19060	ko02060
19061	ko02060
19063	ko02060
19064	ko02060
19065	ko02060
1040	ko03008
2840	ko03008
2858	ko03008
3005	ko03008
3267	ko03008
3268	ko03008
3269	ko03008
3412	ko03008
6502	ko03008
6733	ko03008
6734	ko03008
7111	ko03008
7473	ko03008
10571	ko03008
10591	ko03008
10592	ko03008
10593	ko03008
10594	ko03008
11338	ko03008
12067	ko03008
12068	ko03008
12281	ko03008
12717	ko03008
13662	ko03008
13663	ko03008
13668	ko03008
13895	ko03008
13896	ko03008
13897	ko03008
13898	ko03008
13899	ko03008
13900	ko03008
13901	ko03008
13902	ko03008
13904	ko03008
13905	ko03008
13906	ko03008
13910	ko03008
13911	ko03008
13912	ko03008
13913	ko03008
13916	ko03008
13917	ko03008
13918	ko03008
13919	ko03008
13920	ko03008
13921	ko03008
13922	ko03008
13923	ko03008
13924	ko03008
13925	ko03008
13926	ko03008
13927	ko03008
13928	ko03008
13929	ko03008
13930	ko03008
13931	ko03008
13932	ko03008
13933	ko03008
13934	ko03008
13935	ko03008
13936	ko03008
13937	ko03008
13938	ko03008
13939	ko03008
13940	ko03008
13941	ko03008
13942	ko03008
13943	ko03008
13944	ko03008
13945	ko03008
13946	ko03008
13947	ko03008
13948	ko03008
14128	ko03008
17579	ko03008
2610	ko03010
2611	ko03010
2612	ko03010
2613	ko03010
2614	ko03010
2615	ko03010
2616	ko03010
2617	ko03010
2618	ko03010
2619	ko03010
2620	ko03010
2621	ko03010
2622	ko03010
2623	ko03010
2624	ko03010
2625	ko03010
2626	ko03010
2627	ko03010
2628	ko03010
2629	ko03010
2630	ko03010
2631	ko03010
2632	ko03010
2633	ko03010
2634	ko03010
2635	ko03010
2636	ko03010
2637	ko03010
2638	ko03010
2639	ko03010
2640	ko03010
2641	ko03010
2642	ko03010
2643	ko03010
2644	ko03010
2645	ko03010
2646	ko03010
2647	ko03010
2648	ko03010
2649	ko03010
2650	ko03010
2651	ko03010
2652	ko03010
2653	ko03010
2654	ko03010
2655	ko03010
2656	ko03010
2657	ko03010
2658	ko03010
2659	ko03010
2660	ko03010
2661	ko03010
2662	ko03010
2663	ko03010
2664	ko03010
2665	ko03010
2666	ko03010
2667	ko03010
2668	ko03010
2669	ko03010
2670	ko03010
2671	ko03010
2672	ko03010
2673	ko03010
2674	ko03010
2675	ko03010
2676	ko03010
2677	ko03010
2678	ko03010
2679	ko03010
2680	ko03010
2681	ko03010
2682	ko03010
2683	ko03010
2684	ko03010
2685	ko03010
2686	ko03010
2687	ko03010
2688	ko03010
2689	ko03010
2690	ko03010
2691	ko03010
2692	ko03010
2693	ko03010
2694	ko03010
2695	ko03010
2696	ko03010
2697	ko03010
2698	ko03010
2699	ko03010
2700	ko03010
2701	ko03010
2702	ko03010
2703	ko03010
2704	ko03010
2705	ko03010
2706	ko03010
2707	ko03010
2708	ko03010
2709	ko03010
2710	ko03010
2711	ko03010
2712	ko03010
2713	ko03010
2714	ko03010
2715	ko03010
2716	ko03010
2717	ko03010
2718	ko03010
2720	ko03010
2721	ko03010
2722	ko03010
2723	ko03010
2724	ko03010
2725	ko03010
2726	ko03010
2727	ko03010
2728	ko03010
2729	ko03010
2730	ko03010
2731	ko03010
2732	ko03010
2733	ko03010
2734	ko03010
2735	ko03010
2736	ko03010
2737	ko03010
2738	ko03010
2739	ko03010
2740	ko03010
2741	ko03010
2742	ko03010
2743	ko03010
2744	ko03010
2745	ko03010
7135	ko03010
693	ko03013
870	ko03013
1040	ko03013
2290	ko03013
2856	ko03013
2973	ko03013
2978	ko03013
2979	ko03013
2980	ko03013
2981	ko03013
2982	ko03013
2983	ko03013
2984	ko03013
2985	ko03013
2986	ko03013
2987	ko03013
2988	ko03013
2989	ko03013
2990	ko03013
2991	ko03013
2992	ko03013
2993	ko03013
2994	ko03013
2995	ko03013
2998	ko03013
2999	ko03013
3000	ko03013
3001	ko03013
3003	ko03013
3083	ko03013
3267	ko03013
3268	ko03013
3269	ko03013
3270	ko03013
3408	ko03013
3480	ko03013
4701	ko03013
5377	ko03013
6759	ko03013
7111	ko03013
7473	ko03013
8789	ko03013
10054	ko03013
11612	ko03013
11624	ko03013
12248	ko03013
12311	ko03013
12312	ko03013
12313	ko03013
12314	ko03013
12315	ko03013
12316	ko03013
12317	ko03013
12318	ko03013
12319	ko03013
12458	ko03013
12546	ko03013
12558	ko03013
12561	ko03013
12562	ko03013
12563	ko03013
12564	ko03013
12565	ko03013
12566	ko03013
12567	ko03013
12568	ko03013
12569	ko03013
12583	ko03013
12603	ko03013
12606	ko03013
12607	ko03013
12608	ko03013
13416	ko03013
13661	ko03013
13662	ko03013
13663	ko03013
13666	ko03013
13667	ko03013
13668	ko03013
13669	ko03013
13670	ko03013
13671	ko03013
13672	ko03013
13673	ko03013
13674	ko03013
13675	ko03013
13676	ko03013
13677	ko03013
13678	ko03013
13679	ko03013
13680	ko03013
13681	ko03013
13682	ko03013
13683	ko03013
13684	ko03013
13685	ko03013
13686	ko03013
13687	ko03013
13688	ko03013
13689	ko03013
13690	ko03013
13691	ko03013
13692	ko03013
13693	ko03013
13694	ko03013
13695	ko03013
13696	ko03013
13697	ko03013
13698	ko03013
13699	ko03013
13700	ko03013
13701	ko03013
13702	ko03013
13703	ko03013
13704	ko03013
13705	ko03013
13706	ko03013
13896	ko03013
13897	ko03013
13898	ko03013
13899	ko03013
13900	ko03013
13901	ko03013
13902	ko03013
13903	ko03013
13904	ko03013
13907	ko03013
13916	ko03013
14802	ko03013
17287	ko03013
17691	ko03013
17692	ko03013
494	ko03015
3006	ko03015
3007	ko03015
3189	ko03015
4060	ko03015
4088	ko03015
5667	ko03015
5833	ko03015
6524	ko03015
8387	ko03015
10587	ko03015
10588	ko03015
11041	ko03015
11042	ko03015
12044	ko03015
12248	ko03015
12311	ko03015
12312	ko03015
12313	ko03015
12317	ko03015
12318	ko03015
12319	ko03015
12458	ko03015
12546	ko03015
12558	ko03015
12603	ko03015
13329	ko03015
13662	ko03015
13663	ko03015
13672	ko03015
13701	ko03015
13702	ko03015
13703	ko03015
13704	ko03015
13705	ko03015
13706	ko03015
13754	ko03015
13774	ko03015
13775	ko03015
13776	ko03015
13777	ko03015
13778	ko03015
13779	ko03015
13780	ko03015
13781	ko03015
13782	ko03015
13783	ko03015
13784	ko03015
13785	ko03015
13786	ko03015
13787	ko03015
13789	ko03015
13794	ko03015
13916	ko03015
14260	ko03015
14827	ko03015
14828	ko03015
14829	ko03015
14830	ko03015
752	ko03018
836	ko03018
859	ko03018
866	ko03018
1027	ko03018
1520	ko03018
3244	ko03018
3358	ko03018
3384	ko03018
3395	ko03018
3406	ko03018
3407	ko03018
3409	ko03018
3459	ko03018
3765	ko03018
3798	ko03018
5223	ko03018
7119	ko03018
7823	ko03018
7834	ko03018
10120	ko03018
11057	ko03018
11382	ko03018
12021	ko03018
12022	ko03018
12023	ko03018
12024	ko03018
12030	ko03018
12031	ko03018
12034	ko03018
12035	ko03018
12036	ko03018
12037	ko03018
12038	ko03018
12039	ko03018
12040	ko03018
12041	ko03018
12042	ko03018
12043	ko03018
12044	ko03018
12045	ko03018
12046	ko03018
12047	ko03018
12048	ko03018
12049	ko03018
12050	ko03018
12051	ko03018
12052	ko03018
12053	ko03018
12054	ko03018
12055	ko03018
12056	ko03018
12057	ko03018
12058	ko03018
12059	ko03018
12060	ko03018
12061	ko03018
12062	ko03018
12063	ko03018
12064	ko03018
12065	ko03018
12066	ko03018
12067	ko03018
12068	ko03018
12069	ko03018
12070	ko03018
12071	ko03018
12072	ko03018
12073	ko03018
12074	ko03018
12075	ko03018
12076	ko03018
12558	ko03018
13820	ko03018
13821	ko03018
16118	ko03018
17728	ko03018
17729	ko03018
21284	ko03018
2746	ko03020
2747	ko03020
2748	ko03020
2749	ko03020
2750	ko03020
2751	ko03020
2752	ko03020
2753	ko03020
2754	ko03020
2755	ko03020
2756	ko03020
2757	ko03020
2758	ko03020
2759	ko03020
2760	ko03020
2761	ko03020
2762	ko03020
2763	ko03020
2764	ko03020
2765	ko03020
2766	ko03020
2767	ko03020
2768	ko03020
2769	ko03020
2770	ko03020
2771	ko03020
2772	ko03020
2773	ko03020
2774	ko03020
2787	ko03020
2788	ko03020
2789	ko03020
2790	ko03020
2791	ko03020
2792	ko03020
2793	ko03020
2794	ko03020
2795	ko03020
2796	ko03020
2797	ko03020
2798	ko03020
2799	ko03020
2800	ko03020
2802	ko03020
2803	ko03020
2805	ko03020
2806	ko03020
2807	ko03020
13210	ko03020
13211	ko03020
14091	ko03020
1979	ko03022
2863	ko03022
2864	ko03022
2865	ko03022
2866	ko03022
2867	ko03022
2868	ko03022
2869	ko03022
2870	ko03022
2871	ko03022
2872	ko03022
2873	ko03022
2874	ko03022
2875	ko03022
2876	ko03022
2877	ko03022
2878	ko03022
2879	ko03022
2880	ko03022
2881	ko03022
2882	ko03022
2883	ko03022
2884	ko03022
2885	ko03022
2886	ko03022
2887	ko03022
6197	ko03022
10307	ko03022
10308	ko03022
10309	ko03022
10310	ko03022
13909	ko03022
14020	ko03022
14021	ko03022
14022	ko03022
1766	ko03030
1986	ko03030
1987	ko03030
1989	ko03030
2089	ko03030
2091	ko03030
2094	ko03030
2095	ko03030
2096	ko03030
2097	ko03030
2098	ko03030
2099	ko03030
2100	ko03030
2101	ko03030
2102	ko03030
2103	ko03030
2110	ko03030
2112	ko03030
2113	ko03030
2114	ko03030
2115	ko03030
2116	ko03030
2117	ko03030
2118	ko03030
2119	ko03030
2120	ko03030
2312	ko03030
2313	ko03030
2314	ko03030
2451	ko03030
2452	ko03030
2453	ko03030
2854	ko03030
3199	ko03030
3200	ko03030
3201	ko03030
3234	ko03030
3235	ko03030
3236	ko03030
3489	ko03030
4487	ko03030
4488	ko03030
4489	ko03030
4490	ko03030
7018	ko03030
10202	ko03030
10215	ko03030
10216	ko03030
10217	ko03030
10218	ko03030
10219	ko03030
10220	ko03030
10221	ko03030
10223	ko03030
10230	ko03030
10231	ko03030
10232	ko03030
13570	ko03030
17918	ko03030
21132	ko03030
3023	ko03040
5630	ko03040
9058	ko03040
9061	ko03040
10076	ko03040
10549	ko03040
10550	ko03040
10551	ko03040
10554	ko03040
10555	ko03040
10556	ko03040
10557	ko03040
10558	ko03040
10559	ko03040
10560	ko03040
10561	ko03040
10562	ko03040
11437	ko03040
12070	ko03040
12071	ko03040
12072	ko03040
12073	ko03040
12074	ko03040
12075	ko03040
12076	ko03040
12111	ko03040
12173	ko03040
12181	ko03040
12247	ko03040
12248	ko03040
12249	ko03040
12250	ko03040
12251	ko03040
12252	ko03040
12253	ko03040
12254	ko03040
12255	ko03040
12256	ko03040
12257	ko03040
12258	ko03040
12259	ko03040
12260	ko03040
12261	ko03040
12262	ko03040
12263	ko03040
12264	ko03040
12265	ko03040
12266	ko03040
12267	ko03040
12268	ko03040
12269	ko03040
12270	ko03040
12271	ko03040
12272	ko03040
12273	ko03040
12274	ko03040
12275	ko03040
12276	ko03040
12277	ko03040
12278	ko03040
12279	ko03040
12280	ko03040
12281	ko03040
12282	ko03040
12283	ko03040
12284	ko03040
12285	ko03040
12286	ko03040
12287	ko03040
12288	ko03040
12289	ko03040
12290	ko03040
12291	ko03040
12292	ko03040
12293	ko03040
12294	ko03040
12295	ko03040
12296	ko03040
12297	ko03040
12298	ko03040
12299	ko03040
12300	ko03040
12301	ko03040
12302	ko03040
12303	ko03040
12304	ko03040
12305	ko03040
12306	ko03040
12307	ko03040
12308	ko03040
12309	ko03040
12310	ko03040
12311	ko03040
12312	ko03040
12313	ko03040
12314	ko03040
12315	ko03040
12316	ko03040
12317	ko03040
12318	ko03040
12319	ko03040
12320	ko03040
12321	ko03040
12322	ko03040
12323	ko03040
12324	ko03040
12325	ko03040
12326	ko03040
12327	ko03040
12328	ko03040
12329	ko03040
12332	ko03040
12333	ko03040
12336	ko03040
12458	ko03040
18555	ko03040
20037	ko03040
2493	ko03050
2494	ko03050
2495	ko03050
2496	ko03050
2497	ko03050
2498	ko03050
2499	ko03050
2500	ko03050
2501	ko03050
2502	ko03050
2503	ko03050
2504	ko03050
2505	ko03050
2506	ko03050
2507	ko03050
2508	ko03050
2509	ko03050
2775	ko03050
2776	ko03050
2777	ko03050
2778	ko03050
2779	ko03050
2780	ko03050
2782	ko03050
2783	ko03050
2784	ko03050
2785	ko03050
2786	ko03050
2808	ko03050
2809	ko03050
2810	ko03050
2811	ko03050
2812	ko03050
2813	ko03050
3154	ko03050
3165	ko03050
3166	ko03050
4380	ko03050
6253	ko03050
6258	ko03050
6259	ko03050
6260	ko03050
6261	ko03050
6262	ko03050
10345	ko03050
11055	ko03050
11056	ko03050
12945	ko03050
2816	ko03060
2817	ko03060
2818	ko03060
2819	ko03060
2820	ko03060
2821	ko03060
2822	ko03060
2843	ko03060
2844	ko03060
2847	ko03060
2848	ko03060
2849	ko03060
2850	ko03060
2851	ko03060
2852	ko03060
2853	ko03060
2859	ko03060
2860	ko03060
2861	ko03060
2952	ko03060
2959	ko03060
3158	ko03060
6895	ko03060
8975	ko03060
8984	ko03060
9034	ko03060
9141	ko03060
9142	ko03060
10420	ko03060
11709	ko03060
11724	ko03060
11727	ko03060
12381	ko03060
12382	ko03060
12383	ko03060
12709	ko03060
12729	ko03060
12850	ko03060
2226	ko03070
2227	ko03070
2228	ko03070
2229	ko03070
2230	ko03070
2231	ko03070
2232	ko03070
2233	ko03070
2234	ko03070
2235	ko03070
2236	ko03070
2238	ko03070
2239	ko03070
2816	ko03070
2817	ko03070
2818	ko03070
2819	ko03070
2820	ko03070
2821	ko03070
2822	ko03070
2849	ko03070
2853	ko03070
2859	ko03070
2860	ko03070
2861	ko03070
2936	ko03070
2937	ko03070
2938	ko03070
2939	ko03070
2940	ko03070
2941	ko03070
2942	ko03070
2943	ko03070
2944	ko03070
2945	ko03070
2946	ko03070
2947	ko03070
2952	ko03070
2959	ko03070
2961	ko03070
2963	ko03070
2964	ko03070
2965	ko03070
2966	ko03070
2967	ko03070
2968	ko03070
2969	ko03070
2970	ko03070
2971	ko03070
2972	ko03070
3158	ko03070
3778	ko03070
3779	ko03070
3780	ko03070
3781	ko03070
10466	ko03070
10467	ko03070
10479	ko03070
10480	ko03070
10491	ko03070
11346	ko03070
11347	ko03070
11358	ko03070
11359	ko03070
11361	ko03070
11362	ko03070
11367	ko03070
11368	ko03070
11370	ko03070
11709	ko03070
11792	ko03070
11793	ko03070
11794	ko03070
12729	ko03070
209	ko03320
224	ko03320
229	ko03320
425	ko03320
426	ko03320
443	ko03320
766	ko03320
943	ko03320
1256	ko03320
1442	ko03320
1700	ko03320
4202	ko03320
5653	ko03320
5823	ko03320
5836	ko03320
5840	ko03320
6847	ko03320
6849	ko03320
6977	ko03320
6983	ko03320
7064	ko03320
7065	ko03320
8043	ko03320
8044	ko03320
8045	ko03320
8049	ko03320
8055	ko03320
8261	ko03320
8262	ko03320
8264	ko03320
8265	ko03320
8266	ko03320
8267	ko03320
8268	ko03320
8269	ko03320
8270	ko03320
8271	ko03320
8272	ko03320
8273	ko03320
8274	ko03320
8275	ko03320
8277	ko03320
8278	ko03320
8279	ko03320
8280	ko03320
8281	ko03320
8282	ko03320
8283	ko03320
8284	ko03320
8285	ko03320
8286	ko03320
8287	ko03320
8530	ko03320
9698	ko03320
9710	ko03320
14309	ko03320
16386	ko03320
18474	ko03320
18475	ko03320
19201	ko03320
19202	ko03320
1022	ko03410
1029	ko03410
1119	ko03410
1120	ko03410
1766	ko03410
2099	ko03410
2100	ko03410
2101	ko03410
2102	ko03410
2103	ko03410
2105	ko03410
2110	ko03410
3234	ko03410
3235	ko03410
3236	ko03410
3242	ko03410
3305	ko03410
3378	ko03410
3379	ko03410
3382	ko03410
3389	ko03410
4487	ko03410
4490	ko03410
5153	ko03410
7014	ko03410
10040	ko03410
10044	ko03410
10045	ko03410
10046	ko03410
10223	ko03410
10247	ko03410
10248	ko03410
10249	ko03410
10252	ko03410
10272	ko03410
10274	ko03410
10275	ko03410
10276	ko03410
10277	ko03410
12947	ko03410
19757	ko03410
20756	ko03410
1766	ko03420
1979	ko03420
2099	ko03420
2100	ko03420
2101	ko03420
2102	ko03420
2103	ko03420
2110	ko03420
2884	ko03420
2885	ko03420
2886	ko03420
2887	ko03420
3234	ko03420
3235	ko03420
3236	ko03420
3387	ko03420
3428	ko03420
3429	ko03420
3430	ko03420
3450	ko03420
3591	ko03420
4490	ko03420
6197	ko03420
7018	ko03420
9625	ko03420
10047	ko03420
10086	ko03420
10087	ko03420
10215	ko03420
10216	ko03420
10217	ko03420
10223	ko03420
10230	ko03420
10231	ko03420
10232	ko03420
10303	ko03420
10304	ko03420
10305	ko03420
10306	ko03420
10307	ko03420
10308	ko03420
10309	ko03420
10310	ko03420
10311	ko03420
10312	ko03420
10313	ko03420
10314	ko03420
1021	ko03430
1766	ko03430
2102	ko03430
2103	ko03430
2112	ko03430
2113	ko03430
2114	ko03430
2115	ko03430
2116	ko03430
2117	ko03430
2118	ko03430
2119	ko03430
2120	ko03430
2854	ko03430
3234	ko03430
3235	ko03430
3285	ko03430
3302	ko03430
3303	ko03430
3331	ko03430
3332	ko03430
3387	ko03430
3489	ko03430
4490	ko03430
5789	ko03430
7008	ko03430
7014	ko03430
7018	ko03430
8250	ko03430
8251	ko03430
8252	ko03430
8253	ko03430
8255	ko03430
10215	ko03430
10216	ko03430
10217	ko03430
10222	ko03430
10223	ko03430
10230	ko03430
10231	ko03430
10232	ko03430
10321	ko03430
10322	ko03430
13570	ko03430
1036	ko03440
2092	ko03440
2102	ko03440
2103	ko03440
2110	ko03440
2112	ko03440
2113	ko03440
2114	ko03440
2115	ko03440
2116	ko03440
2117	ko03440
2118	ko03440
2119	ko03440
2120	ko03440
2454	ko03440
2854	ko03440
2908	ko03440
3234	ko03440
3235	ko03440
3280	ko03440
3281	ko03440
3283	ko03440
3311	ko03440
3312	ko03440
3313	ko03440
3314	ko03440
3359	ko03440
3385	ko03440
3489	ko03440
3788	ko03440
3789	ko03440
4180	ko03440
4419	ko03440
5753	ko03440
7014	ko03440
7018	ko03440
8291	ko03440
8496	ko03440
10082	ko03440
10160	ko03440
10204	ko03440
10215	ko03440
10216	ko03440
10217	ko03440
10329	ko03440
10330	ko03440
10331	ko03440
10332	ko03440
10333	ko03440
10334	ko03440
10335	ko03440
10337	ko03440
10339	ko03440
10341	ko03440
10343	ko03440
10344	ko03440
10345	ko03440
10346	ko03440
10361	ko03440
10365	ko03440
10421	ko03440
10422	ko03440
10423	ko03440
11319	ko03440
11625	ko03440
13570	ko03440
14650	ko03440
18479	ko03440
19717	ko03440
19718	ko03440
19719	ko03440
19720	ko03440
873	ko03450
1765	ko03450
3242	ko03450
3243	ko03450
4487	ko03450
